File name	md5	FTP url	Assay	Description	Instrument	Cell line	Cell type	Biosample	Archive	Accession type	Accession	Archive url	Cell line growing conditions for this assay	Cell line passage number for this assay	Disease status	Sex	Assay description
HPSI0314i-cuhk_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	00dbd36ae09281740b672321015f5bb6	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267001/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-cuhk_2	iPSC	SAMEA2682670	ENA	ANALYSIS_ID	ERZ267001	http://www.ebi.ac.uk/ena/data/view/ERZ267001	Feeder-free	26	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-fafq_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	431fe9cd6fbb5a0374c1e2fe5b5be944	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267036/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-fafq_1	iPSC	SAMEA2711371	ENA	ANALYSIS_ID	ERZ267036	http://www.ebi.ac.uk/ena/data/view/ERZ267036	Feeder-free	26	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-qaqx_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	ab68cb055bff3bf6d79ccdc37886c835	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ266/ERZ266993/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-qaqx_1	iPSC	SAMEA2658084	ENA	ANALYSIS_ID	ERZ266993	http://www.ebi.ac.uk/ena/data/view/ERZ266993	Feeder-free	27	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-qonc_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	13ae6bf111b70a759a778b7298963dd4	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267016/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-qonc_1	iPSC	SAMEA2707499	ENA	ANALYSIS_ID	ERZ267016	http://www.ebi.ac.uk/ena/data/view/ERZ267016	Feeder-free	24	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-qonc_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	cde7fa4c376ba2b60472d9740093732d	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267028/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-qonc_2	iPSC	SAMEA2707507	ENA	ANALYSIS_ID	ERZ267028	http://www.ebi.ac.uk/ena/data/view/ERZ267028	Feeder-free	26	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-sojd_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20160125.tsv	038381e2a6b9a2d78ace5aade7944061	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267061/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-sojd_2	iPSC	SAMEA2627571	ENA	ANALYSIS_ID	ERZ267061	http://www.ebi.ac.uk/ena/data/view/ERZ267061	Feeder-free	19	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-sojd_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20160125.tsv	2e763aef1b61b6c112124465407bad13	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267048/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-sojd_3	iPSC	SAMEA2627569	ENA	ANALYSIS_ID	ERZ267048	http://www.ebi.ac.uk/ena/data/view/ERZ267048	Feeder-free	22	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-uict_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	5b20ce3b415b523e9d1572bce26f5f41	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487608/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-uict_1	iPSC	SAMEA103885511	ENA	ANALYSIS_ID	ERZ487608	http://www.ebi.ac.uk/ena/data/view/ERZ487608	Feeder-free	9	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-uict_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	e6ca5e442815f944e097a217bc4dd888	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487617/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-uict_3	iPSC	SAMEA103885510	ENA	ANALYSIS_ID	ERZ487617	http://www.ebi.ac.uk/ena/data/view/ERZ487617	Feeder-free	9	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-wigw_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	76f6f5ee45bd06bc96bfd8c11fc83ef4	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376126/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-wigw_2	iPSC	SAMEA3969710	ENA	ANALYSIS_ID	ERZ376126	http://www.ebi.ac.uk/ena/data/view/ERZ376126	Feeder-free	15	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-xagu_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	a55854aca0ef7bc76de019f06bd2659e	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487639/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-xagu_1	iPSC	SAMEA4452626	ENA	ANALYSIS_ID	ERZ487639	http://www.ebi.ac.uk/ena/data/view/ERZ487639	Feeder-free	14	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-xugn_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	b5fd53c85fde686d94a3910f95dce0a0	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ266/ERZ266983/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-xugn_1	iPSC	SAMEA2645811	ENA	ANALYSIS_ID	ERZ266983	http://www.ebi.ac.uk/ena/data/view/ERZ266983	Feeder-free	22	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-xugn_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20160125.tsv	31409ae4ffbb803e8f3e451c791a95a7	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ266/ERZ266980/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-xugn_2	iPSC	SAMEA2645809	ENA	ANALYSIS_ID	ERZ266980	http://www.ebi.ac.uk/ena/data/view/ERZ266980	Feeder-free	25	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-ceik_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	b4afc35e6c00121e7c3e2ebacb1bd9f9	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376059/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-ceik_1	iPSC	SAMEA3470396	ENA	ANALYSIS_ID	ERZ376059	http://www.ebi.ac.uk/ena/data/view/ERZ376059	Feeder-free	12	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-ceik_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	dd08ae642caa0402271e33785f2ede02	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376116/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-ceik_2	iPSC	SAMEA3474016	ENA	ANALYSIS_ID	ERZ376116	http://www.ebi.ac.uk/ena/data/view/ERZ376116	Feeder-free	16	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-gesg_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	16c766fa216adc2e7d7025b9df015936	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376144/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-gesg_2	iPSC	SAMEA3854130	ENA	ANALYSIS_ID	ERZ376144	http://www.ebi.ac.uk/ena/data/view/ERZ376144	Feeder-free	16	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-mita_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20160125.tsv	c2b00e6de4269ae30cf8baf572f518f6	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267039/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-mita_2	iPSC	SAMEA2724743	ENA	ANALYSIS_ID	ERZ267039	http://www.ebi.ac.uk/ena/data/view/ERZ267039	Feeder-free	18	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-naju_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	b095a24be75ce745b8b02fc9e31ec619	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376046/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-naju_1	iPSC	SAMEA3962372	ENA	ANALYSIS_ID	ERZ376046	http://www.ebi.ac.uk/ena/data/view/ERZ376046	Feeder-free	13	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-oaqd_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	7d44acdf57060e01b3795421738a0961	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376096/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-oaqd_2	iPSC	SAMEA3854308	ENA	ANALYSIS_ID	ERZ376096	http://www.ebi.ac.uk/ena/data/view/ERZ376096	Feeder-free	18	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-oaqd_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	25ba3807065e1095731ba5ee141d177c	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376041/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-oaqd_3	iPSC	SAMEA3965164	ENA	ANALYSIS_ID	ERZ376041	http://www.ebi.ac.uk/ena/data/view/ERZ376041	Feeder-free	19	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-oikd_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	e7fcd4cd98407d1dd564282849fb6fb0	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376071/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-oikd_2	iPSC	SAMEA4446772	ENA	ANALYSIS_ID	ERZ376071	http://www.ebi.ac.uk/ena/data/view/ERZ376071	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-oikd_5.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	6f9755cc7a75c71ea7afda33ecbdf378	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376152/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-oikd_5	iPSC	SAMEA4446953	ENA	ANALYSIS_ID	ERZ376152	http://www.ebi.ac.uk/ena/data/view/ERZ376152	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-sebn_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	cf985e47187ff22a9f6b927a5bae53ad	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376083/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-sebn_3	iPSC	SAMEA3962525	ENA	ANALYSIS_ID	ERZ376083	http://www.ebi.ac.uk/ena/data/view/ERZ376083	Feeder-free	13	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-sebn_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	90babb5ac88e94894387b520c862842a	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376034/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-sebn_4	iPSC	SAMEA3962524	ENA	ANALYSIS_ID	ERZ376034	http://www.ebi.ac.uk/ena/data/view/ERZ376034	Feeder-free	14	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-seru_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	fe941ad9750ec4cf86ed49c85b5f55d6	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376122/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-seru_1	iPSC	SAMEA3962568	ENA	ANALYSIS_ID	ERZ376122	http://www.ebi.ac.uk/ena/data/view/ERZ376122	Feeder-free	20	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-seru_7.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	094ede9db8935e80137e8537324778b1	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376140/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-seru_7	iPSC	SAMEA3965165	ENA	ANALYSIS_ID	ERZ376140	http://www.ebi.ac.uk/ena/data/view/ERZ376140	Feeder-free	18	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-uawq_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	1826fe43614a237e24589e3a7853cb0e	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487592/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-uawq_2	iPSC	SAMEA4343046	ENA	ANALYSIS_ID	ERZ487592	http://www.ebi.ac.uk/ena/data/view/ERZ487592	Feeder-free	9	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0414i-xojn_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	d0422ef579764f5ad0f1a1781c803086	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376130/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0414i-xojn_3	iPSC	SAMEA3854068	ENA	ANALYSIS_ID	ERZ376130	http://www.ebi.ac.uk/ena/data/view/ERZ376130	Feeder-free	14	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-fiaj_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	5e14dcb4c15cb059abe639515d4a6634	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376134/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-fiaj_1	iPSC	SAMEA3463756	ENA	ANALYSIS_ID	ERZ376134	http://www.ebi.ac.uk/ena/data/view/ERZ376134	Feeder-free	18	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-fiaj_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	42ed06bd25b99bf7a4f9c5fc0084aa53	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376108/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-fiaj_3	iPSC	SAMEA3469236	ENA	ANALYSIS_ID	ERZ376108	http://www.ebi.ac.uk/ena/data/view/ERZ376108	Feeder-free	14	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-kuco_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	f0d1075032eb749640e19b4eaad38fd5	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376164/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-kuco_1	iPSC	SAMEA3967041	ENA	ANALYSIS_ID	ERZ376164	http://www.ebi.ac.uk/ena/data/view/ERZ376164	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-kuco_5.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	95c8484832035a616e10321b144535e9	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376085/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-kuco_5	iPSC	SAMEA3969693	ENA	ANALYSIS_ID	ERZ376085	http://www.ebi.ac.uk/ena/data/view/ERZ376085	Feeder-free	9	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-lako_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	229152cde31a2deb52632fa8cabcdd35	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376039/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-lako_1	iPSC	SAMEA3970237	ENA	ANALYSIS_ID	ERZ376039	http://www.ebi.ac.uk/ena/data/view/ERZ376039	Feeder-free	13	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-lako_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	ff7fc58b8f563cf5d26f3d5e22fcc467	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376157/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-lako_2	iPSC	SAMEA3970239	ENA	ANALYSIS_ID	ERZ376157	http://www.ebi.ac.uk/ena/data/view/ERZ376157	Feeder-free	13	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0514i-letw_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	6522155fa1dd6731718b638ae7de7237	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376070/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0514i-letw_1	iPSC	SAMEA3962566	ENA	ANALYSIS_ID	ERZ376070	http://www.ebi.ac.uk/ena/data/view/ERZ376070	Feeder-free	24	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
